,camera,date,hour,zone,person,car,bicycle,motorcycle,truck,dog
422,1,30-11-2021,3,2,0,2,0,0,0,0
423,1,30-11-2021,2,0,0,0,0,0,0,0
424,1,30-11-2021,2,1,0,0,0,0,0,0
425,1,30-11-2021,2,2,0,1,0,0,0,0
426,1,30-11-2021,1,0,0,0,0,0,0,0
427,1,30-11-2021,1,1,0,0,0,0,0,0
428,1,30-11-2021,1,2,0,4,0,0,0,0
429,1,30-11-2021,0,0,0,2,0,0,0,0
430,1,30-11-2021,0,1,0,0,0,0,0,0
431,1,30-11-2021,0,2,0,19,0,0,0,0
432,1,29-11-2021,23,0,0,0,0,0,0,0
433,1,29-11-2021,23,1,0,0,0,0,0,0
434,1,29-11-2021,23,2,0,20,0,0,0,0
435,1,29-11-2021,22,0,0,2,0,0,0,0
436,1,29-11-2021,22,1,2,0,0,0,0,0
437,1,29-11-2021,22,2,0,32,0,0,0,0
438,1,29-11-2021,21,0,0,0,0,0,0,0
439,1,29-11-2021,21,1,4,0,0,0,0,0
440,1,29-11-2021,21,2,0,35,0,0,0,0
441,1,29-11-2021,20,0,0,0,0,0,0,0
442,1,29-11-2021,20,1,0,0,0,0,0,0
443,1,29-11-2021,20,2,0,48,0,0,0,0
444,1,29-11-2021,19,0,0,10,0,0,0,0
445,1,29-11-2021,19,1,5,0,0,0,0,0
446,1,29-11-2021,19,2,0,90,0,0,0,0
447,1,29-11-2021,18,0,148,0,0,0,0,0
448,1,29-11-2021,18,1,13,0,0,0,0,0
449,1,29-11-2021,18,2,0,254,0,0,1,0
450,1,29-11-2021,17,0,27,0,0,0,0,0
451,1,29-11-2021,17,1,17,0,0,0,0,0
452,1,29-11-2021,17,2,0,161,0,0,0,0
453,1,29-11-2021,16,0,78,0,0,0,0,2
454,1,29-11-2021,16,1,8,0,0,0,0,0
455,1,29-11-2021,16,2,0,143,0,0,0,0
456,1,29-11-2021,15,0,64,0,0,0,0,0
457,1,29-11-2021,15,1,9,0,0,0,0,0
458,1,29-11-2021,15,2,0,53,0,0,0,0
459,1,29-11-2021,14,0,177,0,0,0,0,0
460,1,29-11-2021,14,1,5,0,0,0,0,0
461,1,29-11-2021,14,2,0,79,0,0,1,0
462,1,29-11-2021,13,0,4,0,0,0,0,0
463,1,29-11-2021,13,1,0,0,0,0,0,0
464,1,29-11-2021,13,2,0,58,0,0,0,0
465,1,29-11-2021,12,0,13,0,0,0,0,0
466,1,29-11-2021,12,1,8,0,0,0,0,0
467,1,29-11-2021,12,2,0,51,0,0,1,0
468,1,29-11-2021,11,0,0,0,0,0,0,0
469,1,29-11-2021,11,1,4,0,0,0,0,0
470,1,29-11-2021,11,2,0,13,0,0,0,0
471,1,29-11-2021,10,0,0,0,0,0,0,0
472,1,29-11-2021,10,1,0,0,0,0,0,0
473,1,29-11-2021,10,2,0,0,0,0,0,0
474,1,29-11-2021,9,0,0,0,0,0,0,0
475,1,29-11-2021,9,1,0,0,0,0,0,0
476,1,29-11-2021,9,2,0,0,0,0,0,0
477,1,29-11-2021,8,0,0,0,0,0,0,0
478,1,29-11-2021,8,1,0,0,0,0,0,0
479,1,29-11-2021,8,2,0,0,0,0,0,0
480,1,29-11-2021,7,0,0,0,0,0,0,0
481,1,29-11-2021,7,1,0,0,0,0,0,0
482,1,29-11-2021,7,2,0,0,0,0,0,0
483,1,29-11-2021,6,0,0,0,0,0,0,0
484,1,29-11-2021,6,1,0,0,0,0,0,0
485,1,29-11-2021,6,2,0,2,0,0,0,0
486,1,29-11-2021,5,0,0,0,0,0,0,0
487,1,29-11-2021,5,1,0,0,0,0,0,0
488,1,29-11-2021,5,2,0,0,0,0,0,0
489,1,29-11-2021,4,0,0,0,0,0,0,0
490,1,29-11-2021,4,1,0,0,0,0,0,0
491,1,29-11-2021,4,2,0,1,0,0,0,0
492,1,29-11-2021,3,0,0,0,0,0,0,0
493,1,29-11-2021,3,1,0,0,0,0,0,0
494,1,29-11-2021,3,2,0,0,0,0,0,0
495,1,29-11-2021,2,0,0,0,0,0,0,0
496,1,29-11-2021,2,1,0,0,0,0,0,0
497,1,29-11-2021,2,2,0,5,0,0,0,0
498,1,29-11-2021,1,0,0,0,0,0,0,0
499,1,29-11-2021,1,1,0,0,0,0,0,0
500,1,29-11-2021,1,2,0,3,0,0,0,0
501,1,29-11-2021,0,0,0,0,0,0,0,0
502,1,29-11-2021,0,1,0,0,0,0,0,0
503,1,29-11-2021,0,2,0,6,0,0,0,0
504,1,28-11-2021,23,0,0,0,0,0,0,0
505,1,28-11-2021,23,1,1,0,0,0,0,0
506,1,28-11-2021,23,2,0,17,0,0,0,0
507,1,28-11-2021,22,0,0,0,0,0,0,0
508,1,28-11-2021,22,1,0,0,0,0,0,0
509,1,28-11-2021,22,2,0,8,0,0,0,0
510,1,28-11-2021,21,0,0,0,0,0,0,0
511,1,28-11-2021,21,1,1,0,0,0,0,0
512,1,28-11-2021,21,2,0,21,0,0,0,0
513,1,28-11-2021,20,0,25,3,0,0,0,0
514,1,28-11-2021,20,1,0,0,0,0,0,0
515,1,28-11-2021,20,2,0,27,0,0,0,0
516,1,28-11-2021,19,0,5,27,0,0,0,0
517,1,28-11-2021,19,1,1,0,0,0,0,0
518,1,28-11-2021,19,2,0,54,0,0,0,0
519,1,28-11-2021,18,0,36,0,0,0,0,0
520,1,28-11-2021,18,1,1,0,0,0,0,0
521,1,28-11-2021,18,2,1,95,0,0,0,0
522,1,28-11-2021,17,0,55,0,0,0,0,0
523,1,28-11-2021,17,1,14,0,0,0,0,0
524,1,28-11-2021,17,2,0,105,0,0,2,0
525,1,28-11-2021,16,0,162,0,0,0,0,0
526,1,28-11-2021,16,1,5,0,0,0,0,0
527,1,28-11-2021,16,2,0,103,0,0,2,0
528,1,28-11-2021,15,0,23,0,0,0,0,0
529,1,28-11-2021,15,1,16,0,0,0,0,0
530,1,28-11-2021,15,2,0,117,0,0,0,0
531,1,28-11-2021,14,0,106,0,0,0,0,0
532,1,28-11-2021,14,1,3,0,0,0,0,0
533,1,28-11-2021,14,2,0,120,0,0,1,0
534,1,28-11-2021,13,0,79,0,0,0,0,0
535,1,28-11-2021,13,1,3,0,0,0,0,0
536,1,28-11-2021,13,2,0,81,0,0,1,0
537,1,28-11-2021,12,0,158,0,0,0,0,0
538,1,28-11-2021,12,1,11,0,0,0,0,0
539,1,28-11-2021,12,2,0,83,0,0,0,0
540,1,28-11-2021,11,0,20,0,0,0,0,0
541,1,28-11-2021,11,1,0,0,0,0,0,0
542,1,28-11-2021,11,2,0,53,0,0,0,0
543,1,28-11-2021,10,0,18,0,0,0,0,0
544,1,28-11-2021,10,1,4,0,0,0,0,0
545,1,28-11-2021,10,2,0,17,0,0,0,0
546,1,28-11-2021,9,0,0,0,0,0,0,0
547,1,28-11-2021,9,1,0,0,0,0,0,0
548,1,28-11-2021,9,2,0,3,0,0,0,0
549,1,28-11-2021,8,0,0,0,0,0,0,0
550,1,28-11-2021,8,1,0,0,0,0,0,0
551,1,28-11-2021,8,2,0,0,0,0,0,0
552,1,28-11-2021,7,0,0,0,0,0,0,0
553,1,28-11-2021,7,1,0,0,0,0,0,0
554,1,28-11-2021,7,2,0,1,0,0,0,0
555,1,28-11-2021,6,0,0,0,0,0,0,0
556,1,28-11-2021,6,1,0,0,0,0,0,0
557,1,28-11-2021,6,2,0,1,0,0,0,0
558,1,28-11-2021,5,0,0,0,0,0,0,0
559,1,28-11-2021,5,1,0,0,0,0,0,0
560,1,28-11-2021,5,2,0,2,0,0,0,0
561,1,28-11-2021,4,0,0,0,0,0,0,0
562,1,28-11-2021,4,1,0,0,0,0,0,0
563,1,28-11-2021,4,2,0,1,0,0,0,0
564,1,28-11-2021,3,0,0,0,0,0,0,0
565,1,28-11-2021,3,1,1,0,0,0,0,0
566,1,28-11-2021,3,2,0,1,0,0,0,0
567,1,28-11-2021,2,0,0,0,0,0,0,0
568,1,28-11-2021,2,1,0,0,0,0,0,0
569,1,28-11-2021,2,2,0,3,0,0,0,0
570,1,28-11-2021,1,0,0,0,0,0,0,0
571,1,28-11-2021,1,1,0,0,0,0,0,0
572,1,28-11-2021,1,2,0,7,0,0,0,0
573,1,28-11-2021,0,0,3,1,0,0,0,0
574,1,28-11-2021,0,1,0,0,0,0,0,0
575,1,28-11-2021,0,2,0,13,0,0,0,0
576,1,27-11-2021,23,0,0,6,0,0,0,0
577,1,27-11-2021,23,1,1,0,0,0,0,0
578,1,27-11-2021,23,2,0,23,0,0,0,0
579,1,27-11-2021,22,0,0,0,0,0,0,0
580,1,27-11-2021,22,1,2,0,0,0,0,0
581,1,27-11-2021,22,2,0,24,0,0,0,0
582,1,27-11-2021,21,0,0,2,0,0,0,0
583,1,27-11-2021,21,1,0,0,0,0,0,0
584,1,27-11-2021,21,2,0,38,0,0,0,0
585,1,27-11-2021,20,0,0,22,0,0,0,0
586,1,27-11-2021,20,1,0,0,0,0,0,0
587,1,27-11-2021,20,2,0,44,0,0,0,0
588,1,27-11-2021,19,0,1,21,0,0,0,0
589,1,27-11-2021,19,1,2,0,0,0,0,0
590,1,27-11-2021,19,2,0,42,0,0,0,0
591,1,27-11-2021,18,0,205,0,0,0,0,0
592,1,27-11-2021,18,1,41,0,0,0,0,0
593,1,27-11-2021,18,2,0,148,0,0,2,0
594,1,27-11-2021,17,0,89,0,0,0,0,0
595,1,27-11-2021,17,1,22,0,0,0,0,0
596,1,27-11-2021,17,2,0,111,0,0,3,0
597,1,27-11-2021,16,0,107,0,0,0,0,0
598,1,27-11-2021,16,1,15,0,0,0,0,0
599,1,27-11-2021,16,2,0,163,0,0,5,0
600,1,27-11-2021,15,0,71,0,0,0,0,0
601,1,27-11-2021,15,1,11,0,0,0,0,0
602,1,27-11-2021,15,2,0,94,0,0,3,0
603,1,27-11-2021,14,0,65,0,0,0,0,0
604,1,27-11-2021,14,1,16,0,0,0,0,0
605,1,27-11-2021,14,2,0,9,0,0,0,0
606,1,27-11-2021,13,0,53,0,0,0,0,0
607,1,27-11-2021,13,1,23,0,0,0,0,0
608,1,27-11-2021,13,2,0,26,0,0,1,0
609,1,27-11-2021,12,0,40,0,0,0,0,0
610,1,27-11-2021,12,1,2,0,0,0,0,0
611,1,27-11-2021,12,2,0,5,0,0,1,0
612,1,27-11-2021,11,0,24,0,0,0,0,0
613,1,27-11-2021,11,1,5,0,0,0,0,0
614,1,27-11-2021,11,2,0,8,0,0,0,0
615,1,27-11-2021,10,0,12,0,0,0,0,0
616,1,27-11-2021,10,1,0,0,0,0,0,0
617,1,27-11-2021,10,2,0,22,0,0,0,0
618,1,27-11-2021,9,0,0,0,0,0,0,0
619,1,27-11-2021,9,1,0,0,0,0,0,0
620,1,27-11-2021,9,2,0,4,0,0,0,0
621,1,27-11-2021,8,0,0,0,0,0,0,0
622,1,27-11-2021,8,1,0,0,0,0,0,0
623,1,27-11-2021,8,2,0,6,0,0,0,0
624,1,27-11-2021,7,0,0,0,0,0,0,0
625,1,27-11-2021,7,1,0,0,0,0,0,0
626,1,27-11-2021,7,2,0,6,0,0,0,0
627,1,27-11-2021,6,0,0,0,0,0,0,0
628,1,27-11-2021,6,1,0,0,0,0,0,0
629,1,27-11-2021,6,2,0,0,0,0,0,0
630,1,27-11-2021,5,0,0,0,0,0,0,0
631,1,27-11-2021,5,1,0,0,0,0,0,0
632,1,27-11-2021,5,2,0,2,0,0,0,0
633,1,27-11-2021,4,0,0,0,0,0,0,0
634,1,27-11-2021,4,1,0,0,0,0,0,0
635,1,27-11-2021,4,2,0,1,0,0,0,0
636,1,27-11-2021,3,0,0,0,0,0,0,0
637,1,27-11-2021,3,1,0,0,0,0,0,0
638,1,27-11-2021,3,2,0,2,0,0,0,0
639,1,27-11-2021,2,0,0,0,0,0,0,0
640,1,27-11-2021,2,1,0,0,0,0,0,0
641,1,27-11-2021,2,2,0,1,0,0,0,0
642,1,27-11-2021,1,0,0,0,0,0,0,0
643,1,27-11-2021,1,1,0,0,0,0,0,0
644,1,27-11-2021,1,2,0,7,0,0,0,0
645,1,27-11-2021,0,0,0,0,0,0,0,0
646,1,27-11-2021,0,1,0,0,0,0,0,0
647,1,27-11-2021,0,2,0,13,0,0,0,0
648,1,26-11-2021,23,0,2,10,0,0,0,0
649,1,26-11-2021,23,1,2,0,0,0,0,0
650,1,26-11-2021,23,2,0,23,0,0,0,0
651,1,26-11-2021,22,0,0,3,0,0,0,0
652,1,26-11-2021,22,1,5,0,0,0,0,0
653,1,26-11-2021,22,2,0,41,0,0,0,0
654,1,26-11-2021,21,0,0,1,0,0,0,0
655,1,26-11-2021,21,1,0,0,0,0,0,0
656,1,26-11-2021,21,2,0,29,0,0,0,0
657,1,26-11-2021,20,0,0,0,0,0,0,0
658,1,26-11-2021,20,1,3,0,0,0,0,0
659,1,26-11-2021,20,2,0,57,0,0,0,0
660,1,26-11-2021,19,0,34,4,0,0,0,0
661,1,26-11-2021,19,1,14,0,0,0,0,0
662,1,26-11-2021,19,2,0,70,0,0,0,0
663,1,26-11-2021,18,0,106,0,0,0,0,0
664,1,26-11-2021,18,1,8,0,0,0,0,0
665,1,26-11-2021,18,2,0,245,0,0,0,0
666,1,26-11-2021,17,0,20,0,0,0,0,0
667,1,26-11-2021,17,1,16,0,0,0,0,0
668,1,26-11-2021,17,2,0,178,0,0,1,0
669,1,26-11-2021,16,0,165,0,0,0,0,0
670,1,26-11-2021,16,1,16,0,0,0,0,0
671,1,26-11-2021,16,2,2,123,0,0,1,0
672,1,26-11-2021,15,0,63,0,0,0,0,0
673,1,26-11-2021,15,1,4,0,0,0,0,0
674,1,26-11-2021,15,2,0,88,0,0,0,0
675,1,26-11-2021,14,0,27,0,0,0,0,0
676,1,26-11-2021,14,1,3,0,0,0,0,0
677,1,26-11-2021,14,2,0,69,0,0,1,0
678,1,26-11-2021,13,0,240,0,0,0,0,0
679,1,26-11-2021,13,1,12,0,0,0,0,0
680,1,26-11-2021,13,2,0,35,0,0,0,0
681,1,26-11-2021,12,0,0,0,0,0,0,0
682,1,26-11-2021,12,1,3,0,0,0,0,0
683,1,26-11-2021,12,2,1,15,0,0,1,0
684,1,26-11-2021,11,0,10,0,0,0,0,0
685,1,26-11-2021,11,1,110,0,0,0,0,0
686,1,26-11-2021,11,2,0,26,0,0,0,0
687,1,26-11-2021,10,0,120,0,0,0,0,0
688,1,26-11-2021,10,1,10,0,0,0,0,0
689,1,26-11-2021,10,2,0,74,0,0,1,0
690,1,26-11-2021,9,0,30,0,0,0,0,0
691,1,26-11-2021,9,1,1,0,0,0,0,0
692,1,26-11-2021,9,2,0,32,0,0,0,0
693,1,26-11-2021,8,0,0,0,0,0,0,0
694,1,26-11-2021,8,1,0,0,0,0,0,0
695,1,26-11-2021,8,2,0,17,0,0,0,0
696,1,26-11-2021,7,0,0,0,0,0,0,0
697,1,26-11-2021,7,1,0,0,0,0,0,0
698,1,26-11-2021,7,2,0,2,0,0,0,0
699,1,26-11-2021,6,0,0,0,0,0,0,0
700,1,26-11-2021,6,1,0,0,0,0,0,0
701,1,26-11-2021,6,2,0,2,0,0,0,0
702,1,26-11-2021,5,0,0,0,0,0,0,0
703,1,26-11-2021,5,1,0,0,0,0,0,0
704,1,26-11-2021,5,2,0,3,0,0,0,0
705,1,26-11-2021,4,0,0,0,0,0,0,0
706,1,26-11-2021,4,1,0,0,0,0,0,0
707,1,26-11-2021,4,2,0,3,0,0,0,0
708,1,26-11-2021,3,0,0,0,0,0,0,0
709,1,26-11-2021,3,1,0,0,0,0,0,0
710,1,26-11-2021,3,2,0,2,0,0,0,0
711,1,26-11-2021,2,0,0,0,0,0,0,0
712,1,26-11-2021,2,1,0,0,0,0,0,0
713,1,26-11-2021,2,2,0,1,0,0,0,0
714,1,26-11-2021,1,0,0,0,0,0,0,0
715,1,26-11-2021,1,1,0,0,0,0,0,0
716,1,26-11-2021,1,2,0,10,0,0,0,0
717,1,26-11-2021,0,0,0,0,0,0,0,0
718,1,26-11-2021,0,1,0,0,0,0,0,0
719,1,26-11-2021,0,2,0,1,0,0,0,0
720,1,25-11-2021,23,0,0,0,42,0,0,0
721,1,25-11-2021,23,1,0,0,0,0,0,0
722,1,25-11-2021,23,2,0,0,0,0,0,0
723,1,25-11-2021,22,0,0,2,40,0,0,0
724,1,25-11-2021,22,1,0,0,0,0,0,0
725,1,25-11-2021,22,2,1,0,0,0,0,0
726,1,25-11-2021,21,0,0,2,83,0,0,0
727,1,25-11-2021,21,1,0,2,0,0,0,0
728,1,25-11-2021,21,2,0,0,0,0,0,0
729,1,25-11-2021,20,0,0,2,112,0,0,0
730,1,25-11-2021,20,1,1,11,0,0,0,0
731,1,25-11-2021,20,2,0,0,0,0,0,0
732,1,25-11-2021,19,0,0,4,293,0,0,0
733,1,25-11-2021,19,1,2,65,0,0,0,0
734,1,25-11-2021,19,2,0,0,0,0,0,0
735,1,25-11-2021,18,0,0,14,2440,0,0,0
736,1,25-11-2021,18,1,59,0,0,0,0,0
737,1,25-11-2021,18,2,3,0,0,0,0,0
738,1,25-11-2021,17,0,0,30,1879,0,0,0
739,1,25-11-2021,17,1,20,0,0,0,0,0
740,1,25-11-2021,17,2,14,0,0,0,0,0
741,1,25-11-2021,16,0,0,50,1090,0,0,0
742,1,25-11-2021,16,1,51,0,0,0,0,0
743,1,25-11-2021,16,2,11,0,0,0,0,0
744,1,25-11-2021,15,0,0,4,414,0,0,0
745,1,25-11-2021,15,1,14,0,0,0,0,0
746,1,25-11-2021,15,2,2,0,0,0,0,0
747,1,25-11-2021,14,0,0,3,213,0,0,0
748,1,25-11-2021,14,1,40,0,0,0,0,0
749,1,25-11-2021,14,2,2,0,0,0,0,0
750,1,25-11-2021,13,0,0,2,78,0,0,0
751,1,25-11-2021,13,1,10,0,0,0,0,0
752,1,25-11-2021,13,2,0,0,0,0,0,0
753,1,25-11-2021,12,0,0,6,161,0,0,0
754,1,25-11-2021,12,1,34,0,0,0,0,0
755,1,25-11-2021,12,2,3,0,0,0,0,0
756,1,25-11-2021,11,0,0,10,482,0,0,0
757,1,25-11-2021,11,1,36,0,0,0,0,0
758,1,25-11-2021,11,2,1,0,0,0,0,0
759,1,25-11-2021,10,0,0,7,3029,0,0,0
760,1,25-11-2021,10,1,19,0,0,0,0,0
761,1,25-11-2021,10,2,5,0,0,0,0,0
762,1,25-11-2021,9,0,0,1,267,0,0,0
763,1,25-11-2021,9,1,5,0,0,0,0,0
764,1,25-11-2021,9,2,0,0,0,0,0,0
765,1,25-11-2021,8,0,0,5,3,0,0,0
766,1,25-11-2021,8,1,15,0,0,0,0,0
767,1,25-11-2021,8,2,0,0,0,0,0,0
768,1,25-11-2021,7,0,0,2,1,0,0,0
769,1,25-11-2021,7,1,1,0,0,0,0,0
770,1,25-11-2021,7,2,0,0,0,0,0,0
771,1,25-11-2021,6,0,0,1,11,0,0,0
772,1,25-11-2021,6,1,1,0,0,0,0,0
773,1,25-11-2021,6,2,0,0,0,0,0,0
774,1,25-11-2021,5,0,0,4,2,0,0,0
775,1,25-11-2021,5,1,0,0,0,0,0,0
776,1,25-11-2021,5,2,0,0,0,0,0,0
777,1,25-11-2021,4,0,0,0,1,0,0,0
778,1,25-11-2021,4,1,0,0,0,0,0,0
779,1,25-11-2021,4,2,0,0,0,0,0,0
780,1,25-11-2021,3,0,0,0,2,0,0,0
781,1,25-11-2021,3,1,0,0,0,0,0,0
782,1,25-11-2021,3,2,0,0,0,0,0,0
783,1,25-11-2021,2,0,0,0,1,0,0,0
784,1,25-11-2021,2,1,0,0,0,0,0,0
785,1,25-11-2021,2,2,0,0,0,0,0,0
786,1,25-11-2021,1,0,0,0,31,0,0,0
787,1,25-11-2021,1,1,0,0,0,0,0,0
788,1,25-11-2021,1,2,0,0,0,0,0,0
789,1,25-11-2021,0,0,0,1,5,0,0,0
790,1,25-11-2021,0,1,0,0,0,0,0,0
791,1,25-11-2021,0,2,0,0,0,0,0,0
792,1,24-11-2021,23,0,0,0,36,0,0,0
793,1,24-11-2021,23,1,0,0,0,0,0,0
794,1,24-11-2021,23,2,0,0,0,0,0,0
795,1,24-11-2021,22,0,0,23,31,0,0,0
796,1,24-11-2021,22,1,16,0,0,0,0,0
797,1,24-11-2021,22,2,0,0,0,0,0,0
798,1,24-11-2021,21,0,0,34,29,0,0,0
799,1,24-11-2021,21,1,22,0,0,0,0,0
800,1,24-11-2021,21,2,4,0,0,0,0,0
801,1,24-11-2021,20,0,0,41,71,0,0,0
802,1,24-11-2021,20,1,22,0,0,0,0,0
803,1,24-11-2021,20,2,1,0,0,0,0,0
804,1,24-11-2021,19,0,0,26,112,0,0,0
805,1,24-11-2021,19,1,16,1,0,0,0,0
806,1,24-11-2021,19,2,6,0,0,0,0,0
807,1,24-11-2021,18,0,0,174,501,0,0,5
808,1,24-11-2021,18,1,91,0,0,0,0,0
809,1,24-11-2021,18,2,28,0,0,0,0,0
810,1,24-11-2021,17,0,0,50,203,0,0,52
811,1,24-11-2021,17,1,16,9,0,0,43,0
812,1,24-11-2021,17,2,16,0,0,0,0,0
813,1,24-11-2021,16,0,0,74,55,0,0,2
814,1,24-11-2021,16,1,61,0,0,0,0,0
815,1,24-11-2021,16,2,9,0,0,0,0,0
816,1,24-11-2021,15,0,0,35,10,0,0,1
817,1,24-11-2021,15,1,22,0,0,0,0,0
818,1,24-11-2021,15,2,7,0,0,0,0,0
819,1,24-11-2021,14,0,0,23,15,0,0,0
820,1,24-11-2021,14,1,22,0,0,0,0,0
821,1,24-11-2021,14,2,0,0,0,0,0,0
822,1,24-11-2021,13,0,0,5,2,0,0,0
823,1,24-11-2021,13,1,5,0,0,0,0,0
824,1,24-11-2021,13,2,0,0,0,0,0,0
825,1,24-11-2021,12,0,0,55,3,0,0,0
826,1,24-11-2021,12,1,51,0,0,0,0,0
827,1,24-11-2021,12,2,0,0,0,0,0,0
828,1,24-11-2021,11,0,0,15,153,0,0,1
829,1,24-11-2021,11,1,6,0,0,0,0,0
830,1,24-11-2021,11,2,5,0,0,0,0,0
831,1,24-11-2021,10,0,0,79,815,0,0,4
832,1,24-11-2021,10,1,42,0,0,0,0,0
833,1,24-11-2021,10,2,11,0,0,0,0,0
834,1,24-11-2021,9,0,0,2,231,0,0,0
835,1,24-11-2021,9,1,0,0,0,0,0,0
836,1,24-11-2021,9,2,2,0,0,0,0,0
837,1,24-11-2021,8,0,0,0,15,0,0,0
838,1,24-11-2021,8,1,0,0,0,0,0,0
839,1,24-11-2021,8,2,0,0,0,0,0,0
840,1,24-11-2021,7,0,0,0,3,0,0,0
